semantic_text,template_id,template_ids,occurrences,service,timestamp,timestamp_canonical
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id took 0.47 seconds to deallocate network for instance.,14,['14'],4264225,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,140,['140'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,141,['141'],3060,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,142,['142'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,143,['143'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,144,['144'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,145,['145'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,146,['146'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,147,['147'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,148,['148'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,149,['149'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-api.log.ts pid info nova.api.openstack.wsgi req_id-id -http exception thrown: no instances found for any event,15,['15'],4260096,nova-api,"['2017-05-14T21:27:04Z', '2017-05-14T21:56:07Z', '2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-15T17:54:37Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,150,['150'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,151,['151'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,152,['152'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,153,['153'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,154,['154'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,155,['155'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,156,['156'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,157,['157'],1836,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,158,['158'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,159,['159'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid ts nova.virt.libvirt.imagecache req_id-id -ts base ts /var/lib/nova/instances/_base/id,16,['16'],329386201,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,160,['160'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,161,['161'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,162,['162'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,163,['163'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,164,['164'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,165,['165'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,166,['166'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,167,['167'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,168,['168'],1836,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,169,['169'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.virt.libvirt.imagecache req_id-id -removing base or swap file: /var/lib/nova/instances/_base/id,17,['17'],10573220,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z']",2017-05-14T21:41:47Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,170,['170'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,171,['171'],1836,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,172,['172'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,173,['173'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,174,['174'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,175,['175'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,176,['176'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,177,['177'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,178,['178'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,179,['179'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.claims req_id-id -instance: id attempting claim: memory pid mb disk 20 gb vcpus 1 cpu,18,['18'],4264225,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,180,['180'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,181,['181'],14135354,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id took 19.66 seconds to spawn the instance on the hypervisor.,182,['182'],14592400,nova-compute,"['2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-16T13:55:31Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id terminating instance,183,['183'],32821441,nova-compute,"['2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-16T13:55:31Z
nova-compute.log.ts pid info nova.virt.libvirt.driver req_id-id -instance: id deleting instance files /var/lib/nova/instances/04fbe775-607f-pid-a598-3983b58a5f18_del,184,['184'],14577124,nova-compute,"['2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-16T13:55:31Z
nova-api.log.ts info nova.osapi_compute.wsgi.server ts -ip ts http status: pid len: ts time: ts,185,['185'],5084676828,nova-api,"['2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-17T00:57:43Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id vm started lifecycle event,186,['186'],70858380,nova-compute,"['2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-17T00:59:03Z
nova-compute.log.ts pid error oslo_service.periodic_task req_id-id -error during computemanager._run_image_cache_manager_pass,187,['187'],64,nova-compute,"['2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-17T00:59:03Z
nova-api.log.ts pid error keystonemiddleware.auth_token req_id-id -bad response code while validating token: pid,188,['188'],4,nova-api,"['2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-17T00:57:43Z
nova-api.log.ts pid warning keystonemiddleware.auth_token req_id-id -identity response: doctypehtmlpublic_ietfdtdhtml20en,189,['189'],4,nova-api,"['2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-17T00:57:43Z
nova-compute.log.ts pid info nova.compute.claims req_id-id -instance: id total memory: pid mb used: pid.00 mb,19,['19'],153512100,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-api.log.ts pid critical keystonemiddleware.auth_token req_id-id -unable to validate token: failed to fetch token data from identity server,190,['190'],4,nova-api,"['2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-17T00:57:43Z
nova-compute.log.ts pid info nova.virt.libvirt.imagecache req_id-id -removing base or swap file: /var/lib/nova/instances/_base/id,191,['191'],29993420,nova-compute,['2017-05-17T12:02:35Z'],2017-05-17T12:02:35Z
nova-api.log.ts info nova.osapi_compute.wsgi.server ts -ip ts http status: ts len: ts time: ts,192,['192'],2160143760,nova-api,['2017-05-17T12:02:19Z'],2017-05-17T12:02:19Z
nova-compute.log.ts pid info nova.virt.libvirt.driver req_id-id -instance: id creating image,2,['2'],3193180,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.resource_tracker req_id-id -auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,20,['20'],12096484,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.resource_tracker req_id-id -final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172mb ts phys_disk=15gb ts total_vcpus=16 ts pci_stats=,21,['21'],3024121,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,22,['22'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,23,['23'],1836,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-scheduler.log.ts pid info nova.scheduler.host_manager req_id-id -successfully synced instances from host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us.,24,['24'],252004,nova-scheduler,"['2017-05-14T21:27:04Z', '2017-05-14T21:56:07Z', '2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-15T17:54:37Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,25,['25'],1836,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,26,['26'],1836,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,27,['27'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-scheduler.log.ts pid info nova.scheduler.host_manager req_id-id -the instance sync for host cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us did not match. re-created its instancelist.,28,['28'],132496,nova-scheduler,"['2017-05-14T21:27:04Z', '2017-05-14T21:56:07Z', '2017-05-16T13:53:08Z', '2017-05-17T12:02:19Z']",2017-05-15T17:54:37Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,29,['29'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager - instance: id vm stopped lifecycle event,3,['3'],4272489,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,30,['30'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,31,['31'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,32,['32'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.virt.libvirt.imagecache req_id-id -base or swap file too young to remove: /var/lib/nova/instances/_base/id,33,['33'],990025,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-14T21:56:26Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-15T17:55:58Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,34,['34'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,35,['35'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,36,['36'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,37,['37'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,38,['38'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid info nova.compute.manager req_id-id -instance: id during sync_power_state the instance has a pending task spawning. skip.,39,['39'],2448,nova-compute,['2017-05-14T21:27:09Z'],2017-05-14T21:27:09Z
nova-compute.log.ts pid warning nova.compute.manager req_id-id -while synchronizing instance power states found 1 instances in the database and 0 instances on the hypervisor.,4,['4'],2025,nova-compute,"['2017-05-14T21:27:09Z', '2017-05-16T13:55:31Z', '2017-05-17T12:02:35Z']",2017-05-16T13:55:31Z
